user,system,sentiment
혼자 치료,어디가 아파요? 저도 마음이 아파요,0
몸이 안 좋지,오늘은 병원다녀오시고 푹 쉬셔야겠네요,0
몸이 안 좋지,어디가 아파요? 빨리 병원가봐요,0
몸이 안 좋지,어디가 아파요? 저도 마음이 아파요,0
마취가 안 좋은가 왜 이렇게 머리가 아프고 할머니가 몸이 안 좋지,오늘은 병원다녀오시고 푹 쉬셔야겠네요,0
마취가 안 좋은가 왜 이렇게 머리가 아프고 할머니가 몸이 안 좋지,어디가 아파요? 빨리 병원가봐요,0
마취가 안 좋은가 왜 이렇게 머리가 아프고 할머니가 몸이 안 좋지,어디가 아파요? 저도 마음이 아파요,0
말해 봐 몸이 아파요,오늘은 병원다녀오시고 푹 쉬셔야겠네요,0
말해 봐 몸이 아파요,어디가 아파요? 빨리 병원가봐요,0
말해 봐 몸이 아파요,어디가 아파요? 저도 마음이 아파요,0
몸이 아파요,오늘은 병원다녀오시고 푹 쉬셔야겠네요,0
몸이 아파요,어디가 아파요? 빨리 병원가봐요,0
몸이 아파요,어디가 아파요? 저도 마음이 아파요,0
많이 아파 약 좀 줘,오늘은 병원다녀오시고 푹 쉬셔야겠네요,0
많이 아파 약 좀 줘,어디가 아파요? 빨리 병원가봐요,0
많이 아파 약 좀 줘,어디가 아파요? 저도 마음이 아파요,0
할머니 너무 날씨가 예서 몸이 아파요,오늘은 병원다녀오시고 푹 쉬셔야겠네요,0
할머니 너무 날씨가 예서 몸이 아파요,어디가 아파요? 빨리 병원가봐요,0
할머니 너무 날씨가 예서 몸이 아파요,어디가 아파요? 저도 마음이 아파요,0
기침이 나와,답답하시겠어요 따뜻한 물 많이 드세요,0
가래가 나와,답답하시겠어요 따뜻한 물 많이 드세요,0
가래 나와,답답하시겠어요 따뜻한 물 많이 드세요,0
기침이 계속 나와,답답하시겠어요 따뜻한 물 많이 드세요,0
기침이 나오네,답답하시겠어요 따뜻한 물 많이 드세요,0
기침이 계속 나오네,답답하시겠어요 따뜻한 물 많이 드세요,0
가래가 계속 나와,답답하시겠어요 따뜻한 물 많이 드세요,0
머리 아파,머리가 아플땐 가만히 누워 안정을 취하시는게 좋아요,0
머리 아파,약 먹어도 계속 아프시다면 근처에 병원진찰을 받으세요,0
머리가 아프네,머리가 아플땐 가만히 누워 안정을 취하시는게 좋아요,0
머리가 아프네,약 먹어도 계속 아프시다면 근처에 병원진찰을 받으세요,0
머리가 울려,머리가 아플땐 가만히 누워 안정을 취하시는게 좋아요,0
머리가 울려,약 먹어도 계속 아프시다면 근처에 병원진찰을 받으세요,0
머리가 지끈거려,머리가 아플땐 가만히 누워 안정을 취하시는게 좋아요,0
머리가 지끈거려,약 먹어도 계속 아프시다면 근처에 병원진찰을 받으세요,0
머리가 어지러워,머리가 아플땐 가만히 누워 안정을 취하시는게 좋아요,0
머리가 어지러워,약 먹어도 계속 아프시다면 근처에 병원진찰을 받으세요,0
머리가 무거워,머리가 아플땐 가만히 누워 안정을 취하시는게 좋아요,0
머리가 무거워,약 먹어도 계속 아프시다면 근처에 병원진찰을 받으세요,0
머리가 띵해,머리가 아플땐 가만히 누워 안정을 취하시는게 좋아요,0
머리가 띵해,약 먹어도 계속 아프시다면 근처에 병원진찰을 받으세요,0
머리가 빙빙 돌아,머리가 아플땐 가만히 누워 안정을 취하시는게 좋아요,0
머리가 빙빙 돌아,약 먹어도 계속 아프시다면 근처에 병원진찰을 받으세요,0
머리가 아파서 죽겠어,머리가 아플땐 가만히 누워 안정을 취하시는게 좋아요,0
머리가 아파서 죽겠어,약 먹어도 계속 아프시다면 근처에 병원진찰을 받으세요,0
머리가 깨질 듯이 아파,머리가 아플땐 가만히 누워 안정을 취하시는게 좋아요,0
머리가 깨질 듯이 아파,약 먹어도 계속 아프시다면 근처에 병원진찰을 받으세요,0
머리에서 열이나,머리가 아플땐 가만히 누워 안정을 취하시는게 좋아요,0
머리에서 열이나,약 먹어도 계속 아프시다면 근처에 병원진찰을 받으세요,0
어지러워,머리가 아플땐 가만히 누워 안정을 취하시는게 좋아요,0
어지러워,약 먹어도 계속 아프시다면 근처에 병원진찰을 받으세요,0
어지럽다,머리가 아플땐 가만히 누워 안정을 취하시는게 좋아요,0
어지럽다,약 먹어도 계속 아프시다면 근처에 병원진찰을 받으세요,0
어질어질하다,머리가 아플땐 가만히 누워 안정을 취하시는게 좋아요,0
어질어질하다,약 먹어도 계속 아프시다면 근처에 병원진찰을 받으세요,0
어질어질 해,머리가 아플땐 가만히 누워 안정을 취하시는게 좋아요,0
어질어질 해,약 먹어도 계속 아프시다면 근처에 병원진찰을 받으세요,0
두통이 심해,머리가 아플땐 가만히 누워 안정을 취하시는게 좋아요,0
두통이 심해,약 먹어도 계속 아프시다면 근처에 병원진찰을 받으세요,0
두통이 있어,머리가 아플땐 가만히 누워 안정을 취하시는게 좋아요,0
두통이 있어,약 먹어도 계속 아프시다면 근처에 병원진찰을 받으세요,0
골치 아파,머리가 아플땐 가만히 누워 안정을 취하시는게 좋아요,0
골치 아파,약 먹어도 계속 아프시다면 근처에 병원진찰을 받으세요,0
머리 아프다 머리 아프다,머리가 아플땐 가만히 누워 안정을 취하시는게 좋아요,0
머리 아프다 머리 아프다,약 먹어도 계속 아프시다면 근처에 병원진찰을 받으세요,0
머리가 어질해,머리가 아플땐 가만히 누워 안정을 취하시는게 좋아요,0
머리가 어질해,약 먹어도 계속 아프시다면 근처에 병원진찰을 받으세요,0
머리가 어지럽네,머리가 아플땐 가만히 누워 안정을 취하시는게 좋아요,0
머리가 어지럽네,약 먹어도 계속 아프시다면 근처에 병원진찰을 받으세요,0
허리 아파,허리가 갑자기 아프시면 냉찜질해주시는 것도 좋아요,0
허리 아파,일단 집에 있는 파스를 붙여보세요,0
허리 아파,허리가 너무 아프시다면 병원진찰을 받으세요,0
허리 아래가 쑤셔,허리가 갑자기 아프시면 냉찜질해주시는 것도 좋아요,0
허리 아래가 쑤셔,일단 집에 있는 파스를 붙여보세요,0
허리 아래가 쑤셔,허리가 너무 아프시다면 병원진찰을 받으세요,0
허리 통증이 있어,허리가 갑자기 아프시면 냉찜질해주시는 것도 좋아요,0
허리 통증이 있어,일단 집에 있는 파스를 붙여보세요,0
허리 통증이 있어,허리가 너무 아프시다면 병원진찰을 받으세요,0
허리 통증이 심해,허리가 갑자기 아프시면 냉찜질해주시는 것도 좋아요,0
허리 통증이 심해,일단 집에 있는 파스를 붙여보세요,0
허리 통증이 심해,허리가 너무 아프시다면 병원진찰을 받으세요,0
허리가 땡겨,허리가 갑자기 아프시면 냉찜질해주시는 것도 좋아요,0
허리가 땡겨,일단 집에 있는 파스를 붙여보세요,0
허리가 땡겨,허리가 너무 아프시다면 병원진찰을 받으세요,0
허리가 안좋아,허리가 갑자기 아프시면 냉찜질해주시는 것도 좋아요,0
허리가 안좋아,일단 집에 있는 파스를 붙여보세요,0
허리가 안좋아,허리가 너무 아프시다면 병원진찰을 받으세요,0
허리가 아프네,허리가 갑자기 아프시면 냉찜질해주시는 것도 좋아요,0
허리가 아프네,일단 집에 있는 파스를 붙여보세요,0
허리가 아프네,허리가 너무 아프시다면 병원진찰을 받으세요,0
허리가 쑤셔,허리가 갑자기 아프시면 냉찜질해주시는 것도 좋아요,0
허리가 쑤셔,일단 집에 있는 파스를 붙여보세요,0
허리가 쑤셔,허리가 너무 아프시다면 병원진찰을 받으세요,0
허리가 나갔어,허리가 갑자기 아프시면 냉찜질해주시는 것도 좋아요,0
허리가 나갔어,일단 집에 있는 파스를 붙여보세요,0
허리가 나갔어,허리가 너무 아프시다면 병원진찰을 받으세요,0
허리가 아파서 서 있을 수가 없어,허리가 갑자기 아프시면 냉찜질해주시는 것도 좋아요,0
허리가 아파서 서 있을 수가 없어,일단 집에 있는 파스를 붙여보세요,0
허리가 아파서 서 있을 수가 없어,허리가 너무 아프시다면 병원진찰을 받으세요,0
허리가 아픈데 어떡하지,허리가 갑자기 아프시면 냉찜질해주시는 것도 좋아요,0
허리가 아픈데 어떡하지,일단 집에 있는 파스를 붙여보세요,0
허리가 아픈데 어떡하지,허리가 너무 아프시다면 병원진찰을 받으세요,0
허리를 삐끗했어,허리가 갑자기 아프시면 냉찜질해주시는 것도 좋아요,0
허리를 삐끗했어,일단 집에 있는 파스를 붙여보세요,0
허리를 삐끗했어,허리가 너무 아프시다면 병원진찰을 받으세요,0
허리를 삐었어,허리가 갑자기 아프시면 냉찜질해주시는 것도 좋아요,0
허리를 삐었어,일단 집에 있는 파스를 붙여보세요,0
허리를 삐었어,허리가 너무 아프시다면 병원진찰을 받으세요,0
허리를 굽히질 못하겠어,허리가 갑자기 아프시면 냉찜질해주시는 것도 좋아요,0
허리를 굽히질 못하겠어,일단 집에 있는 파스를 붙여보세요,0
허리를 굽히질 못하겠어,허리가 너무 아프시다면 병원진찰을 받으세요,0
허리를 필 수가 없어,허리가 갑자기 아프시면 냉찜질해주시는 것도 좋아요,0
허리를 필 수가 없어,일단 집에 있는 파스를 붙여보세요,0
허리를 필 수가 없어,허리가 너무 아프시다면 병원진찰을 받으세요,0
허리를 못 펴겠어,허리가 갑자기 아프시면 냉찜질해주시는 것도 좋아요,0
허리를 못 펴겠어,일단 집에 있는 파스를 붙여보세요,0
허리를 못 펴겠어,허리가 너무 아프시다면 병원진찰을 받으세요,0
움직이면 허리가 아파,허리가 갑자기 아프시면 냉찜질해주시는 것도 좋아요,0
움직이면 허리가 아파,일단 집에 있는 파스를 붙여보세요,0
움직이면 허리가 아파,허리가 너무 아프시다면 병원진찰을 받으세요,0
허리가 쑤셔서 너무 아파,허리가 갑자기 아프시면 냉찜질해주시는 것도 좋아요,0
허리가 쑤셔서 너무 아파,일단 집에 있는 파스를 붙여보세요,0
허리가 쑤셔서 너무 아파,허리가 너무 아프시다면 병원진찰을 받으세요,0
어깨가 아파,일단 집에 파스가 있다면 파스를 붙여보세요,0
어깨가 아파,어깨가 너무 아프시다면 병원진찰을 받으세요,0
어깨가 너무 아파,일단 집에 파스가 있다면 파스를 붙여보세요,0
어깨가 너무 아파,어깨가 너무 아프시다면 병원진찰을 받으세요,0
어깨가 쑤셔,일단 집에 파스가 있다면 파스를 붙여보세요,0
어깨가 쑤셔,어깨가 너무 아프시다면 병원진찰을 받으세요,0
어깨가 무거워,일단 집에 파스가 있다면 파스를 붙여보세요,0
어깨가 무거워,어깨가 너무 아프시다면 병원진찰을 받으세요,0
어깨가 짓눌리는 것 같아,일단 집에 파스가 있다면 파스를 붙여보세요,0
어깨가 짓눌리는 것 같아,어깨가 너무 아프시다면 병원진찰을 받으세요,0
어깨가 뻐근하다,일단 집에 파스가 있다면 파스를 붙여보세요,0
어깨가 뻐근하다,어깨가 너무 아프시다면 병원진찰을 받으세요,0
어깨가 뻐근해,일단 집에 파스가 있다면 파스를 붙여보세요,0
어깨가 뻐근해,어깨가 너무 아프시다면 병원진찰을 받으세요,0
어깨가 결려,일단 집에 파스가 있다면 파스를 붙여보세요,0
어깨가 결려,어깨가 너무 아프시다면 병원진찰을 받으세요,0
어깨가 결린다,일단 집에 파스가 있다면 파스를 붙여보세요,0
어깨가 결린다,어깨가 너무 아프시다면 병원진찰을 받으세요,0
어깨가 아파서 팔을 올릴 수가 없어,일단 집에 파스가 있다면 파스를 붙여보세요,0
어깨가 아파서 팔을 올릴 수가 없어,어깨가 너무 아프시다면 병원진찰을 받으세요,0
속이 울렁거려,소화가 안된다면 까스활명수나 소화제를 복용하세요,0
속이 메스꺼워,소화가 안된다면 까스활명수나 소화제를 복용하세요,0
토할 거 같아,소화가 안된다면 까스활명수나 소화제를 복용하세요,0
소화가 안되,소화가 안된다면 까스활명수나 소화제를 복용하세요,0
속이 안 좋아,소화가 안된다면 까스활명수나 소화제를 복용하세요,0
소화가 잘 안돼,소화가 안된다면 까스활명수나 소화제를 복용하세요,0
메스꺼워,소화가 안된다면 까스활명수나 소화제를 복용하세요,0
소화불량이야,소화가 안된다면 까스활명수나 소화제를 복용하세요,0
소화가 안되는데 어떡하지,소화가 안된다면 까스활명수나 소화제를 복용하세요,0
속이 안 좋은데 어떡하지,소화가 안된다면 까스활명수나 소화제를 복용하세요,0
메스꺼워,소화가 안된다면 까스활명수나 소화제를 복용하세요,0
속이 메슥거려,소화가 안된다면 까스활명수나 소화제를 복용하세요,0
체한 것 같아,소화가 안된다면 까스활명수나 소화제를 복용하세요,0
체한 거 같네,소화가 안된다면 까스활명수나 소화제를 복용하세요,0
체했어,소화가 안된다면 까스활명수나 소화제를 복용하세요,0
체한 것 같아,소화가 안된다면 까스활명수나 소화제를 복용하세요,0
속이 울렁거려,소화가 안된다면 까스활명수나 소화제를 복용하세요,0
검진 때문에 병원을 한번 가야겠는데,병원 다녀오세요 그런건 미루시면 안되요,0
병원을 가봐야 되긴 하는데,병원 다녀오세요 그런건 미루시면 안되요,0
나 병원에 갔다 올게 혼자 놀아,병원 다녀오세요 그런건 미루시면 안되요,0
병원으로 갈까 말까,병원 다녀오세요 그런건 미루시면 안되요,0
병원에 병원 아파서 병원가,병원 다녀오세요 그런건 미루시면 안되요,0
아파서 병원가,병원 다녀오세요 그런건 미루시면 안되요,0
나 병원 가야돼,병원 다녀오세요 그런건 미루시면 안되요,0
아파서 병원 가야되는데,병원 다녀오세요 그런건 미루시면 안되요,0
병원 가야 되는데,병원 다녀오세요 그런건 미루시면 안되요,0
병원 다녀 와야 하는데,병원 다녀오세요 그런건 미루시면 안되요,0
병원 갔다왔어,잘하셨어요 얼릉 아픈거 꼭 나으시길 바래요,0
병원 갔다왔어,그럼 이제 안아프시는 거죠? 아프지 마세요,0
병원 다녀왔어,잘하셨어요 얼릉 아픈거 꼭 나으시길 바래요,0
병원 다녀왔어,그럼 이제 안아프시는 거죠? 아프지 마세요,0
병원 갔었어,잘하셨어요 얼릉 아픈거 꼭 나으시길 바래요,0
병원 갔었어,그럼 이제 안아프시는 거죠? 아프지 마세요,0
나 병원감,잘하셨어요 얼릉 아픈거 꼭 나으시길 바래요,0
나 병원감,그럼 이제 안아프시는 거죠? 아프지 마세요,0
병원이야,잘하셨어요 얼릉 아픈거 꼭 나으시길 바래요,0
병원이야,그럼 이제 안아프시는 거죠? 아프지 마세요,0
병원에 갔어,잘하셨어요 얼릉 아픈거 꼭 나으시길 바래요,0
병원에 갔어,그럼 이제 안아프시는 거죠? 아프지 마세요,0
거제 병원에 갔다 왔어요,잘하셨어요 얼릉 아픈거 꼭 나으시길 바래요,0
거제 병원에 갔다 왔어요,그럼 이제 안아프시는 거죠? 아프지 마세요,0
병원에 갔다 왔어요,잘하셨어요 얼릉 아픈거 꼭 나으시길 바래요,0
병원에 갔다 왔어요,그럼 이제 안아프시는 거죠? 아프지 마세요,0
어제 병원 갔다왔어,잘하셨어요 얼릉 아픈거 꼭 나으시길 바래요,0
어제 병원 갔다왔어,그럼 이제 안아프시는 거죠? 아프지 마세요,0
어느 병원에 가야해,지인분들에게 물어보시는게 어떨까요?,0
주변 병원 알려줘,지인분들에게 물어보시는게 어떨까요?,0
병원 정보 알려줘,지인분들에게 물어보시는게 어떨까요?,0
어디가 좋은 병원이지,지인분들에게 물어보시는게 어떨까요?,0
어디 병원,지인분들에게 물어보시는게 어떨까요?,0
무슨 병원 가야돼,지인분들에게 물어보시는게 어떨까요?,0
어디 병원 가야돼,지인분들에게 물어보시는게 어떨까요?,0
어디 병원 가야하지,지인분들에게 물어보시는게 어떨까요?,0
약 안먹었어,안되요! 약 드셔야 되요,0
약 안먹어,안되요! 약 드셔야 되요,0
약 안먹을래,안되요! 약 드셔야 되요,0
아직 약 안먹었어,안되요! 약 드셔야 되요,0
약 아직 안먹었어,안되요! 약 드셔야 되요,0
약 안먹었는데,안되요! 약 드셔야 되요,0
약 먹어야겠다,약은 시간 맞춰서 잘 챙겨 드시는게 중요해요,0
약 먹어야겠다,네 잊지마시고 잘 챙겨드셔야 해요,0
약 먹어야겠네,약은 시간 맞춰서 잘 챙겨 드시는게 중요해요,0
약 먹어야겠네,네 잊지마시고 잘 챙겨드셔야 해요,0
약 좀 먹어야겠다,약은 시간 맞춰서 잘 챙겨 드시는게 중요해요,0
약 좀 먹어야겠다,네 잊지마시고 잘 챙겨드셔야 해요,0
약 먹어야지,약은 시간 맞춰서 잘 챙겨 드시는게 중요해요,0
약 먹어야지,네 잊지마시고 잘 챙겨드셔야 해요,0
약 먹을거야,약은 시간 맞춰서 잘 챙겨 드시는게 중요해요,0
약 먹을거야,네 잊지마시고 잘 챙겨드셔야 해요,0
약 먹을래,약은 시간 맞춰서 잘 챙겨 드시는게 중요해요,0
약 먹을래,네 잊지마시고 잘 챙겨드셔야 해요,0
약 먹을시간이지,약은 시간 맞춰서 잘 챙겨 드시는게 중요해요,0
약 먹을시간이지,네 잊지마시고 잘 챙겨드셔야 해요,0
챙겨 먹고 약,약은 시간 맞춰서 잘 챙겨 드시는게 중요해요,0
챙겨 먹고 약,네 잊지마시고 잘 챙겨드셔야 해요,0
아니야 나 혈압 약 먹어야 돼,약은 시간 맞춰서 잘 챙겨 드시는게 중요해요,0
아니야 나 혈압 약 먹어야 돼,네 잊지마시고 잘 챙겨드셔야 해요,0
혈압 약 먹어야 돼,약은 시간 맞춰서 잘 챙겨 드시는게 중요해요,0
혈압 약 먹어야 돼,네 잊지마시고 잘 챙겨드셔야 해요,0
혈압 약 먹어야겠다,약은 시간 맞춰서 잘 챙겨 드시는게 중요해요,0
혈압 약 먹어야겠다,네 잊지마시고 잘 챙겨드셔야 해요,0
약 먹어야지,약은 시간 맞춰서 잘 챙겨 드시는게 중요해요,0
약 먹어야지,네 잊지마시고 잘 챙겨드셔야 해요,0
약 먹어야 되는데,약은 시간 맞춰서 잘 챙겨 드시는게 중요해요,0
약 먹어야 되는데,네 잊지마시고 잘 챙겨드셔야 해요,0
약 먹어야 하는데,약은 시간 맞춰서 잘 챙겨 드시는게 중요해요,0
약 먹어야 하는데,네 잊지마시고 잘 챙겨드셔야 해요,0
약 먹을 시간 이야,약은 시간 맞춰서 잘 챙겨 드시는게 중요해요,0
약 먹을 시간 이야,네 잊지마시고 잘 챙겨드셔야 해요,0
약이 너무 써,그래도 약은 꼭 드셔야 되요,0
약이 써,그래도 약은 꼭 드셔야 되요,0
병원 약이 써,그래도 약은 꼭 드셔야 되요,0
약이 쓰다,그래도 약은 꼭 드셔야 되요,0
약이 너무 쓰다,그래도 약은 꼭 드셔야 되요,0
약이 너무 쓴데,그래도 약은 꼭 드셔야 되요,0
내 감기가 걸렸는 약 좀 사와라,준비중인 서비스입니다,0
내 감기가 걸렸는 약 좀 사와라,아직 할 줄 몰라요 제가 빨리 배워올께요,0
약 사와,준비중인 서비스입니다,0
약 사와,아직 할 줄 몰라요 제가 빨리 배워올께요,0
약 좀 사와,준비중인 서비스입니다,0
약 좀 사와,아직 할 줄 몰라요 제가 빨리 배워올께요,0
소화제 좀 사와,준비중인 서비스입니다,0
소화제 좀 사와,아직 할 줄 몰라요 제가 빨리 배워올께요,0
감기약 좀 사와,준비중인 서비스입니다,0
감기약 좀 사와,아직 할 줄 몰라요 제가 빨리 배워올께요,0
두통약 좀 사와,준비중인 서비스입니다,0
두통약 좀 사와,아직 할 줄 몰라요 제가 빨리 배워올께요,0
당뇨 약 좀 사와,준비중인 서비스입니다,0
당뇨 약 좀 사와,아직 할 줄 몰라요 제가 빨리 배워올께요,0
약 좀 타와,준비중인 서비스입니다,0
약 좀 타와,아직 할 줄 몰라요 제가 빨리 배워올께요,0
약 타와,준비중인 서비스입니다,0
약 타와,아직 할 줄 몰라요 제가 빨리 배워올께요,0
허리 약 좀 사와,준비중인 서비스입니다,0
허리 약 좀 사와,아직 할 줄 몰라요 제가 빨리 배워올께요,0
무릎 약 좀 사와,준비중인 서비스입니다,0
무릎 약 좀 사와,아직 할 줄 몰라요 제가 빨리 배워올께요,0
동이 아프니,저는 아프지 않아요,0
동이 아프니,저는 건강해요,0
동이 아파,저는 아프지 않아요,0
동이 아파,저는 건강해요,0
너 아파,저는 아프지 않아요,0
너 아파,저는 건강해요,0
너 아프니,저는 아프지 않아요,0
너 아프니,저는 건강해요,0
너 어디 아프니,저는 아프지 않아요,0
너 어디 아프니,저는 건강해요,0
너 어디 아프냐,저는 아프지 않아요,0
너 어디 아프냐,저는 건강해요,0
노래가 좋아요 주사 언제 맞아요,주사는 병원에 가서 맞아야 해요,0
주사 언제 맞아요,주사는 병원에 가서 맞아야 해요,0
주사 언제 맞니,주사는 병원에 가서 맞아야 해요,0
주사 언제 맞지,주사는 병원에 가서 맞아야 해요,0
주사 언제 맞아야돼,주사는 병원에 가서 맞아야 해요,0
주사 언제 맞아,주사는 병원에 가서 맞아야 해요,0
약 먹을 시간 알려줘,약은 식사 후 30분 후에 복용하세요,0
내가 약 먹을 시간이 10시인데 네가 입력해 딱 아 10시 되면 나 약 먹을 시간 알려 줘,약은 식사 후 30분 후에 복용하세요,0
약 먹을 시간 예약해 줘,약은 식사 후 30분 후에 복용하세요,0
약 먹을 시간,약은 식사 후 30분 후에 복용하세요,0
약 복용 시간 맞춰 줘,약은 식사 후 30분 후에 복용하세요,0
약 언제 먹어,약은 식사 후 30분 후에 복용하세요,0
약 언제 먹을까,약은 식사 후 30분 후에 복용하세요,0
관절염에 좋은 약이 뭐야,약 처방은 의사 선생님과 상의하셔야 해요,0
좋은 약이 뭐야,약 처방은 의사 선생님과 상의하셔야 해요,0
약 좀 알려줘,약 처방은 의사 선생님과 상의하셔야 해요,0
무슨 약이 좋아,약 처방은 의사 선생님과 상의하셔야 해요,0
무슨 약 먹지,약 처방은 의사 선생님과 상의하셔야 해요,0
어떤 약 먹지,약 처방은 의사 선생님과 상의하셔야 해요,0
약 좀 추천해줘,약 처방은 의사 선생님과 상의하셔야 해요,0
건강에 좋은 약 좀 추천해줘,약 처방은 의사 선생님과 상의하셔야 해요,0
걱정되네,어르신이 건강해지셨으면 좋겠어요,0
걱정 안 돼,어르신이 건강해지셨으면 좋겠어요,0
걱정되네 할머니가 몸이 아프니까 걱정되네 걱정 안 돼,어르신이 건강해지셨으면 좋겠어요,0
몸이 아프니까 걱정되네,어르신이 건강해지셨으면 좋겠어요,0
마음이 아파,어르신 제가 옆에서 토닥토닥 해드릴게요,0
마음이 아파,무슨일 있으세요? 힘내세요!,0
마음이 아프다고,어르신 제가 옆에서 토닥토닥 해드릴게요,0
마음이 아프다고,무슨일 있으세요? 힘내세요!,0
마음이 아프네,어르신 제가 옆에서 토닥토닥 해드릴게요,0
마음이 아프네,무슨일 있으세요? 힘내세요!,0
마음이 아프다,어르신 제가 옆에서 토닥토닥 해드릴게요,0
마음이 아프다,무슨일 있으세요? 힘내세요!,0
마음이 아푸,어르신 제가 옆에서 토닥토닥 해드릴게요,0
마음이 아푸,무슨일 있으세요? 힘내세요!,0
맘 아파,어르신 제가 옆에서 토닥토닥 해드릴게요,0
맘 아파,무슨일 있으세요? 힘내세요!,0
맘 아프다,어르신 제가 옆에서 토닥토닥 해드릴게요,0
맘 아프다,무슨일 있으세요? 힘내세요!,0
맘 아프네,어르신 제가 옆에서 토닥토닥 해드릴게요,0
맘 아프네,무슨일 있으세요? 힘내세요!,0
맘이 아파,어르신 제가 옆에서 토닥토닥 해드릴게요,0
맘이 아파,무슨일 있으세요? 힘내세요!,0
마음이 슬퍼,어르신 제가 옆에서 토닥토닥 해드릴게요,0
마음이 슬퍼,무슨일 있으세요? 힘내세요!,0
마음이 슬프네,어르신 제가 옆에서 토닥토닥 해드릴게요,0
마음이 슬프네,무슨일 있으세요? 힘내세요!,0
마음이 안좋네,어르신 제가 옆에서 토닥토닥 해드릴게요,0
마음이 안좋네,무슨일 있으세요? 힘내세요!,0
마음이 안좋아,어르신 제가 옆에서 토닥토닥 해드릴게요,0
마음이 안좋아,무슨일 있으세요? 힘내세요!,0
맘이 안좋아,어르신 제가 옆에서 토닥토닥 해드릴게요,0
맘이 안좋아,무슨일 있으세요? 힘내세요!,0
열은 안나요 아무도 건강해요,건강이 최고니까 항상 관리하셔야 해요,0
건강해요,건강이 최고니까 항상 관리하셔야 해요,0
건강해,건강이 최고니까 항상 관리하셔야 해요,0
넌 어느 나라 가봤어?,인도 사원에 가서 수행을 하고 온적이 있어요 나마스떼,0
넌 어느 나라 가봤어?,이탈리아에 가서 봉골레 파스타 먹어봤어요! 띠 아모,0
넌 어느 나라 가봤어?,스페인에 가서 축구경기를 봤어요!,0
넌 어느 나라 가봤어,인도 사원에 가서 수행을 하고 온적이 있어요 나마스떼,0
넌 어느 나라 가봤어,이탈리아에 가서 봉골레 파스타 먹어봤어요! 띠 아모,0
넌 어느 나라 가봤어,스페인에 가서 축구경기를 봤어요!,0
가본 나라 있어?,인도 사원에 가서 수행을 하고 온적이 있어요 나마스떼,0
가본 나라 있어?,이탈리아에 가서 봉골레 파스타 먹어봤어요! 띠 아모,0
가본 나라 있어?,스페인에 가서 축구경기를 봤어요!,0
가본 나라 중에 제일 좋았던 곳이 어디야?,인도 사원에 가서 수행을 하고 온적이 있어요 나마스떼,0
가본 나라 중에 제일 좋았던 곳이 어디야?,이탈리아에 가서 봉골레 파스타 먹어봤어요! 띠 아모,0
가본 나라 중에 제일 좋았던 곳이 어디야?,스페인에 가서 축구경기를 봤어요!,0
가본 나라 말해봐,인도 사원에 가서 수행을 하고 온적이 있어요 나마스떼,0
가본 나라 말해봐,이탈리아에 가서 봉골레 파스타 먹어봤어요! 띠 아모,0
가본 나라 말해봐,스페인에 가서 축구경기를 봤어요!,0
넌 어디 가본 나라 있어?,인도 사원에 가서 수행을 하고 온적이 있어요 나마스떼,0
넌 어디 가본 나라 있어?,이탈리아에 가서 봉골레 파스타 먹어봤어요! 띠 아모,0
넌 어디 가본 나라 있어?,스페인에 가서 축구경기를 봤어요!,0
여행해본 나라 있어?,인도 사원에 가서 수행을 하고 온적이 있어요 나마스떼,0
여행해본 나라 있어?,이탈리아에 가서 봉골레 파스타 먹어봤어요! 띠 아모,0
여행해본 나라 있어?,스페인에 가서 축구경기를 봤어요!,0
다른 나라 여행해본 적 있어?,인도 사원에 가서 수행을 하고 온적이 있어요 나마스떼,0
다른 나라 여행해본 적 있어?,이탈리아에 가서 봉골레 파스타 먹어봤어요! 띠 아모,0
다른 나라 여행해본 적 있어?,스페인에 가서 축구경기를 봤어요!,0
여행 어느어느 나라 가봤어?,인도 사원에 가서 수행을 하고 온적이 있어요 나마스떼,0
여행 어느어느 나라 가봤어?,이탈리아에 가서 봉골레 파스타 먹어봤어요! 띠 아모,0
여행 어느어느 나라 가봤어?,스페인에 가서 축구경기를 봤어요!,0
어디어디 나라 가 봄?,인도 사원에 가서 수행을 하고 온적이 있어요 나마스떼,0
어디어디 나라 가 봄?,이탈리아에 가서 봉골레 파스타 먹어봤어요! 띠 아모,0
어디어디 나라 가 봄?,스페인에 가서 축구경기를 봤어요!,0
어느 나라 갔었다구?,인도 사원에 가서 수행을 하고 온적이 있어요 나마스떼,0
어느 나라 갔었다구?,이탈리아에 가서 봉골레 파스타 먹어봤어요! 띠 아모,0
어느 나라 갔었다구?,스페인에 가서 축구경기를 봤어요!,0
어느 나라 가봤니,인도 사원에 가서 수행을 하고 온적이 있어요 나마스떼,0
어느 나라 가봤니,이탈리아에 가서 봉골레 파스타 먹어봤어요! 띠 아모,0
어느 나라 가봤니,스페인에 가서 축구경기를 봤어요!,0
어느 나라 여행해밨어?,인도 사원에 가서 수행을 하고 온적이 있어요 나마스떼,0
어느 나라 여행해밨어?,이탈리아에 가서 봉골레 파스타 먹어봤어요! 띠 아모,0
어느 나라 여행해밨어?,스페인에 가서 축구경기를 봤어요!,0
나 외출할 거야,기다리고 있을께요 천천히 다녀오세요,0
나 외출할 거야,어디가세요? 잘 다녀 오세요,0
