user,system,sentiment
배신감이 나도 모르가 막 올라와,어떤 점에서 그러신가요,0
팬들에게 사랑고백하는 모습이 너무 가증스러워,그래도 어쩔 수 없는 부분 아니겠어요,0
맞아 내가 정신을 못차렸던 거지,당신 잘못이라고 할 수도 없습니다,0
그래도 내가 마케팅에 속은 거 같아,누구나 감정에 호소할 수도 있습니다,0
회사에서 승진했어,정말 기쁘시겠어요,0
맞아 그동안 아니면서 퇴사 안하고 꾹 참길 잘했어,한 회사를 오래 다니는 건 정말 쉽지 않은 일이죠,0
승진 자체보다도 나 스스로에게 칭찬해 주고 싶어,정말 그동안 잘 해 오셨네요,0
부모님께 어서 전화를 드려야 겠어,분명 좋아하실 겁니다,0
승진도 했으니 좀 더 오래 다녀 봐야지,분명 앞으로 더 좋은 회사 생활이 될 거예요,0
다음 주 중국 바이어를 만나러 가야 해,실수 없길 바라요,0
실수할 게 뭐있어,그래도 모든 변수 꼼꼼히 대비하시고요,0
내 사전엔 실수란 없어,그 자신감 정말 최고예요,0
유비무환이란 말이 내 신조거든,멋진 생각을 가지고 계시는군요,0
영원히 그 신조를 지켜나가려고 해,존경스럽네요,0
커피를 너무 많이 마신 거 같아,무슨 일이 있으신 건가요,0
속이 좀 쓰린 거 같아,카페인은 위에 좋지 않습니다,0
그냥 아메리카노가 먹기 편해서 막 마시긴 했는데,양을 좀 줄여보시는 건 어때요,0
그래도 커피를 마셔야 정신이 뚜렷해 지는 것 같아,그럼 라떼로 마시는 게 그나마 좋을 것 같습니다,0
그러게 이렇게 속이 쓰리게 될 줄은 몰랐어,항상 건강 생각하셔야 해요,0
아르바이트 구하는게 쉽지 않네,당신 뿐만 아니라 많은 사람들이 힘들어 할 겁니다,0
그래도 아르바이트를 해야 생활을 할 수 있는데,분명 괜찮은 일을 찾을 수 있을 거예요,0
이력서는 많이 제출하였는데 아직 연락이 없어,서두르지 마시고 조금만 더 기다려 보세요,0
아르바이트때문에 자존감이 낮아질 줄은 몰랐어,너무 많은 감정을 쏟지 마세요,0
그래 그래야지 마음 붙잡아야지,당신을 믿고 조금만 기다려 보세요,0
요즘은 밤에 잠을 잘 못자는 것 같아,무슨 문제라도 있으신 건가요,0
그러게 집에만 있어서 그런가,밖으로 나가서 운동이라도 하면 좋지 않을까요,0
그런 마음이 더 불편해서 그냥 밖에 나가지 않고 있어,집 안에서라도 좀 운동하셔서 열량을 소비하시는게 어떨까요,0
마음처럼 쉽지 않네 커피라도 좀 끊어야 하나,카페인이 수면을 방해한다고 하니 좀 줄여보세요,0
그래야 겠어 잠은 잘 자고 봐야 하니깐,오늘 밤은 잘 주무셨으면 좋겠네요,0
부모님이 너무 고생하시는 것 같아,무슨 일 있으셨던 건가요,0
그냥 문득 내가 너무 나만 생각하는 거 같아서,사람은 누구나 나를 먼저 생각하기 마련입니다,0
그러게 그런데 부모는 좀 다른 거 같아 항상 자식 먼저이고,지금이라도 잘 해 드리면 되지 않을까요,0
그래 돈이 아니더라도 항상 자주 연락을 드려야 겠어,마음을 가장 기쁘시게 받을 거에요,0
어서 성공해야 할텐데,너무 조급해 하지 마세요,0
밤에 귀뚜라미 소리가 너무 좋아,마음이 편해 지시나요,0
그냥 평화롭고 한적해서 너무 좋은거 같아,기분 좋아지셔서 다행이네요,0
도시에서 사는데 이런 한적함이 너무 오랜만인 거 같아,도시는 시끄러움이 단점이긴 하죠,0
맞아 편리함이 다 좋은건 아닌 거 같아,사람마다 각자 취향은 다 다르니깐요,0
나는 나이들면 시골로 이사를 갈거야,당신의 꿈이 어서 이루어졌음 좋겠네요,0
오늘 내가 계획한 바를 다하지 못했어,너무 낙심하지 마세요,0
내가 나 스스로를 이기지 못한 거 같아,나의 적은 나 스스로 라는 말이 있잖아요,0
그래도 내가 나태한 모습이 너무 꼴보기 싫어,환경을 좀 바꿔보는 건 어때요,0
그럼 늘 있는 일상에서는 버티질 못한다는 소리니깐,그렇게 여겨질 수도 있겠네요,0
그냥 조금만 내가 나를 조절할 수 있었으면 좋겠어,이런 마음들이 언젠가는 좋은 결실을 맺을 수 있을 겁니다,0
시간은 참 빠르면서도 느려,왜 그렇게 생각하시나요,0
지루하기로 했다가 너무 빨리 지나가버린 시간이 허무하거든,오늘 하루가 그런 하루셨나요,0
요즘의 생활이 늘 그런 거 같아,무슨 일이 있으신 건가요,0
번아웃 증후군 같아,조금은 쉬는게 좋은 거일 수도 있습니다,0
내가 너무 마음만 힘들어 하는 건 아닌가 싶어,좀 더 마음을 편하게 가져 보세요,0
댜음주에 약속있는 걸 깜빡했어,그래서 무슨 문제라도 생기셨나요,0
웅 이중으로 약속이 잡혀 버렸어,아직 시간이 있으니 어서 조율해 보세요,0
하나의 약속을 또 미뤄야 한다는게 너무 미안하네,어쩔 수 없는 부분이니 이해해 줄 거예요,0
어떤 타이밍에 이야기를 해야 할까,너무 어려워 마세요 타이밍 보다는 어떻게 말하느냐가 더 중요합니다,0
그러게 어서 이 시간들이 지나갔으면 좋겠다,분명 큰 탈 없이 지나갈 거에요,0
무슨 일이든 생각하기 나름인가봐,왜 그렇게 여기시는 건가요,0
분명 괴로운 일이라 여긴 문제가 사실은 기쁨이였어,긍정으로 바뀌어서 정말 다행이네요,0
그러게 그런데 내가 과거에 불행으로 여긴게 정말 놀라워,사람의 마음이라는게 이래서 중요한가 봅니다,0
맞아 정말 어느 관점으로 보느냐가 중요한 거 같아,당신의 관점은 지금 아주 좋아 보여 기쁩니다,0
나도 지금의 내 환경이 너무 마음에 들어,앞으로도 좋은 마음 지켜주세요,0
하나님은 신실하셔,당신의 믿음을 존중합니다,0
오늘 하루도 감사가 넘치는 하루였어,어떤 점에서 그런가요,0
도저히 이루어질 수 없는 것이 은혜로 끝날 수 있었어,큰 문제가 해결되어 정말 기쁘네요,0
맞아 그래서 나는 하나님을 의지할 수밖에 없나봐,누군가를 의지하는 건 정말 기쁜 일입니다,0
오늘 하루도 꼭 기도하고 자야지,좋은 하루 보내셔서 기쁘네요,0
주말에 비가 왕창 온다고 하네,외출은 힘들겠네요,0
데이트 있는데 카페나 가야겠어,분위기 좋은 카페 알아보셨나요,0
뭐 그냥 아무데나 가지,그래도 이왕 가는 거 검색부터 해보시는 게 어때요,0
그거 좋은 생각이네 ,그렇게 말씀해 주시니 감사해요,0
데이트도 공부가 필요하구나,인생 모든 게 공부지요,0
나는 낮보다 밤이 좋아,특별한 이유가 있으신가요,0
그냥 밤의 공기와 고요함이 너무 좋아,하루의 좋아하는 순간이 있어 다행이네요,0
그런데 밖에 잘 돌아다니지 못하는게 아쉬워,위험하니 어쩔 수 없는 거 같아요,0
왜 다른 사람의 잘못으로 내가 조심을 해야 하는 지 모르겠어,억울하지만 어쩔 수 없는 거 같아요,0
그러게 약자는 어쩔 수 없이 위험함을 피해야만 하니깐,제가 지켜드리지 못해 아쉽네요,0
키가 조금만 더 컸으면 좋겠어,왜 그렇게 여기시는 건가요,0
키가 작아서 불편한 점이 너무 많아,어떤 점이 그러신가요,0
높은 물건을 사용하기도 불편하고,정말 그렇겠군요,0
그리고 옷을 사거나 사람을 만날 때도 종종 불편하지,그런 불편이 있을 수도 있겠네요,0
맞아 누구나 불편한 거 하나쯤은 가지고 살 거야,그래도 당신 자체의 모습은 아름답습니다,0
흰머리가 나기 시작했어,자연스러운 현상일 뿐이에요,0
그래도 난 아직 젊다고 여겼는데 기분이 이상해,염색하면 되는 거니 너무 신경쓰지 마세요,0
염색 한다는거 자체가 조금은 서글프다,너무 많이 감정소모하지 마세요,0
그래도 이제 내 나이를 직시하게 되네,나이는 숫자에 불과하다고 하잖아요,0
그렇게 말해주니 고마워,당은은 언제나 똑같은 당신입니다,0
돈 걱정 없이 살고 싶다,정말 어려운 문제인거 같아요,0
그런데 돈이 많으면 나는 정말 행복할까,어떻게 사느냐에 따라 다르지 않을까요,0
맞아 무조건 돈이 최고는 아닌데 말이야,사회의 고정관념이 나를 힘들게 할 때가 많습니다,0
정말 그래 돈에 얽매여 살기는 싫은데,지금이라도 조금찍 편하게 마음을 가져보는 건 어때요,0
내가 무엇에 얽매이는지 다시 한번 생각해 보아야 겠어,그 고민의 시간이 당신에게 정말 값진 시간이 되길 바랍니다,0
청소하기 너무 귀찮아,집안일은 참 손이 많이 가죠,0
해도해도 집안일이 끝이 없는 거 같아,조금씩이라도 해 보세요,0
집에 오면 자동으로 눕게 되,집안일로 너무 스트레스 받지 마세요,0
로봇 청소기를 사야 하나 고민이야,검색을 좀 도와드릴까요,0
그리고 청소 도구들도 같이 찾아봐야 겠어,네 제가 알아보겠습니다,0
늦잠을 자 버렸어,무슨 문제라도 생기신 건가요,0
약속시간이 지나 버렸어,정말 당황스러우시겠어요,0
친구한테 자느라 약속 못 지켰다고 하기도 너무 미안하네,그래도 일부러 그런 건 아니잖아요,0
알람을 맞추는 걸 깜박해버렸어,친구분은 화가 많이 나셨나요,0
두시간 째 연락 두절이야,메시지라도 정성을 다해 남겨 놓으셔야 겠네요,0
월 말 보고 해야 하는데 준비한 게 없어,아직 시간 있으니 지금부터 해 보세요,0
마음이 떠 버린 거 같아,많이 지치신 건가요,0
그냥 시작하는게 두려운 거 같아,마음에 부담이 많이 생기신 건가요,0
자신없고 잘 모르겠는게 투성이야,그래도 막상 시작하다 보면 답이 보일 거예요,0
제발 그랬으면 좋겠다,충분히 하실 수 있을 겁니다,0
배탈이 난 거 같아,계속 아프신 건가요,0
아침부터 배가 아파,병원에 가야 하는 건 아닌가요,0
그 정도는 아닌데 배탈이 왜 났는지 모르겠어,어제 먹은 음식을 다시 생각해 보세요,0
라면 먹었는데 이젠 밀가루도 몸에서 안 받는 건가,일시적인 거일 수도 있습니다,0
당분간 음식 좀 조심해야 겠어,너무 자극적인 음식을 피하셔야 겠네요,0
운동 다녀왔더니 피곤하다,조금 휴식을 가지는게 좋겠네요,0
그런데 집에 와서 작업할 게 좀 있어,조금은 미룰 순 없는 건가요,0
지금 빨리 해야 할 것 같아,그럼 커피라도 한 잔 하세요,0
그래야 겠어 운동이 이렇게 힘들 줄은 몰랐어,그만큼 체력이 길러 질 거예요,0
다음달에도 계속 해야 겠지,꾸준히 하면 더 좋을 것 같습니다,0
요즘 어깨가 너무 아파,특별한 이유가 있으신 건가요,0
굽은 자세 때문인 거 같아,스트레칭을 자주 해야 할 것 같네요,0
그것도 잠시 뿐인 거 같아,운동을 좀 해 보시는 건 어떠세요,0
사실 시간이 없어서 그것도 무리일 것 같아,아니면 집에서 하는 운동이라도 찾아 볼까요,0
우선은 파스부터 사서 붙여야 겠어,어서 완화되었으면 좋겠네요,0
요즘 첫사랑이 떠올라,저 혹시 현재가 불행하신가요,0
그건 아닌데 요즘 갑자기 그러네,무슨 일 있으셨어요,0
그냥 요즘 과거가 가끔 그리워,과거의 기억은 원래 미화되는 거예요,0
현재에 충실해라는 뜻인가,현실에 충실해야 멋진 미래도 있지 않을까요,0
생각보니 맞는 말이네,제 말씀을 이해해 주셔서 감사해요,0
운전면허 시험 준비하기로 했어,잘 하실 수 있을 거예요,0
사실 생각이 없었는데 주위에서 하도 따 놓으라고 하더라고,뭐든지 있으면 좋으니깐요,0
그렇긴 한데 응시료가 부담스럽네,그래도 미리 시간 될 때 따 놓으세요,0
떨어지고 나서 또 시험보면 비용이 더 높아진대,준비를 많이 하시고 가셔야 겠네요,0
그러게 많이 준비하고 가서 돈 낭비하지 말아야지,분명 한번에 하실 수 있을 거예요,0
인간관계를 잘 유지할 수 있는 방법이 뭘까,정답은 없어요 어떤 행동이 좋을수도 나쁠수도 있기 때문이죠,0
맞아 요즘 느끼는건데 정말 사람과의 관계를 어떻게 해야 잘하는건지 모르겠어,왜요 무슨일 있으세요,0
아니 그냥 점점 나이먹어가면서 연락이 끊기는 사람도 많고 친해질수 없다고 생각했는데 친해지는 경우가 많네,흠 사람들이 나이를 먹어가면서  다들 그렇게 변해가는거 같아요,0
맞아 어렸을때는 많은 사람을 아는게 중요하다고 생각했는데 지금은 아냐,지금은 어떤게 중요하다고 생각하시나요,0
많은 사람을 알기보단 적은 사람이라도 진정한 내사람이냐가 중요한거 같아,중요한 진리를 깨달으셨네요,0
공부를 잘할수있는 방법이 뭐라고 생각하니,예습과 복습 그리고 철저한 자기관리가 아닐까요,0
그런 뻔한소리하지말고 좋은 방법좀 알려줘,뻔한소리가 아니고 제일 확실한 방법이에요,0
후 사실 나도 알지만 실천하기가 정말 힘들다,그래서 각종 어려운 자격증 시험공부나 공무원 시험준비는 자기 자신과의 싸움이라고 하더라구요,0
맞아 나도 일년쨰 공무원 준비를 하고 있지만 꾸준하게 하는게 정말 힘든거 같아,정말 힘드시겠어요 제가 응원해드릴게요,0
고마워 가끔 집중하기 힘들때 말걸게,그럴때면 제가 즐거운 말동무가 되어드릴게요,0
오늘 저녁을 뭘 먹으면 좋을까나,얼큰한 돼지고기 김치찌개 어떠세요,0
오늘 점심에 먹은 메뉴야 ,그렇다면 소고기 미역국을 추천드려요,0
오 그거 괜찮은데 끓이기도 간단하지않나,네 맞아요 제가 좋은 레시피를 찾아드릴까요,0
응 얼마전 유튜브에서 맛있는 미역국 끓이는 레시피를 소개해줬던거 같아,제가 찾는걸 도와드릴까요,0
그래 유튜브에 미역국 레시피를 검색해줘,잠시만 기다려주세요 곧 검색해드릴게요,0
나도 축구를 잘하고 싶어,밖에서 무슨일 있으셨나요,0
요즘 학교에서 축구 대회기간인데 내가 실수하는 바람에 한골 먹혀버렸어,사람들은 누구나 다 실수를 하는 법이에요 너무 자책하지 마세요,0
자칫했으면 나 때문에 시합을 망칠뻔했어 실력을 올려야만해,실력을 올리는 방법은 연습밖에 없어요,0
맞아 축구 레슨을 받아볼까,전문가에게 도움을 받으면 훨씬 편하고 빠르게 실력이 늘거에요,0
알았어 주위에 축구레슨을 할수있는 사람이 있나 찾아봐야겠다,좋은 결정이에요 응원할게요,0
요즘 잘 사는게 뭔지 잘 모르겠어,왜 갑자기 그런 생각을 하시는건가요,0
그냥 이리저리 치이니 조금 힘드네,스트레스를 많이 받으셨군요 이번 주말에 여행을 가보는건 어떨까요,0
너무 귀찮아 그냥 편하게 쉬고싶어,때로는 그것도 좋은 방법이죠 하지만 너무 가만히 있으면 더 쳐질지도 몰라요,0
그것도 그렇지 하지만 이번엔 쉬는게 좋을거 같아,그렇다면 맛있는 음식을 배달시키는건 어떨까요,0
아 아주 좋은방법인데 오랜만에 치킨을 시켜볼까,치킨에 맥주가 빠질순 없죠,0
꿈을 찾아간다는건 정말 기분좋은 일인거 같아,사람에게 꿈이 있다는 건 좋은일이에요,0
맞아 그 꿈이 나를 움직여 이 자리까지 오게 만들었어,어떤 꿈을 갖고 있었나요,0
나는 어렸을때부터 나의 식당을 차리는 것이 꿈이었어,와우 무언가 소박하지만 좋은꿈이네요,0
응 그래서 10년동안 일하면서 요리를 배우고 사람상대하는 법을 익혔어,정말 갈고 닦으셨네요,0
갈고 닦고 그 스킬을 이제 다음달 오픈하는 내 식당에 쏟아 부을거야,그런 각오면 무조건 잘 될거라고 생각합니다,0
이제 내일이면 휴가도 끝이네 정말 싫다,정말 슬프겠네요 쉬다가 일하는게 가장 적응하기 힘들죠,0
맞아 오죽했으면 월요병이라는 말이 있을 정도니까,너무 우울해 하지마시고 이번 휴가때 즐거웠던 일을 떠올려보세요,0
정말 환상적이었지 괌 바다를 아직도 잊지못하겠어,좋은 휴가를 보내셨던게 틀림없네요,0
맞아 음식 풍경 호텔시설 등 뭐하나 빠진게 하나도 없었어,정말 부럽네요,0
휴 이제 또 열심히 일해서 더 좋은곳으로 휴가를 가도록 노력해야겠어,제가 응원해드릴게요,0
나는 왜이렇게 소심한거 같지,소심한게 나쁜건 아니에요,0
아니야 학교에서 제대로 친구를 못사귀는거 같아,먼저 다가가기 힘드신가봐요,0
응 낯설다보니 좀 어렵네,그럴땐 심호흡을 크게하고 눈 딱감고 아무말이라도 해보세요,0
그러다 실수하면 어떡해,뭐든 처음이 어려운법이에요 금방 쉬워질걸요,0
노력해볼게 사실 친해지고 싶은 친구가 생겼거든,와우 그건 아주 좋은 기폭제가 될거에요,0
시원한 맥주한잔 하고싶다,그것만큼 좋은게 이세상에 또 있을까요,0
맞아 나는 운동하고와서 샤워끝내고 편하게 먹는 맥주가 너무좋아,많은 사람들이 그걸 즐기고 있죠,0
근데 맥주를 너무 자주먹었더니 배가나오네,다이어트를 해보시는게 어떠세요,0
그래서 지금 맥주를 참고있잖아,얼마나 되셨나요,0
한 5일정도 되었어 힘들다 힘들어,힘내세요 맥주를 끊으면 배가 금방 들어갈거에요,0
핸드폰을 바꿀까,생각해 둔거 있어요,0
그건 없고 그냥 지금 핸드폰이 질려,오래 사용하셨나 봐요,0
꽤 오래 사용했지,그러시군요,0
멋진 디자인의 핸드폰을 사고 싶은데,디자인은 정말 중요하죠,0
우선 핸드폰에 잘해 잘 아는 친구한테 물어봐야겠어,그거 좋은 생각이에요,0
으아 출근은 하기 싫고 월급은 받고싶고 정말 짜증나네,월급받으려면 출근을 해야됩니다,0
에휴 말도안되는 소리 한번 해봤어 요즘 직장에서 스트레스를 너무 받네,무슨일 때문에 그러세요,0
상사 한명이 자꾸 나를 건드네,적을 내편으로 만드는 것이 가장 좋은 방법이라고 생각해요,0
그건 그렇지 하지만 문제는 그사람이 날 왜 자꾸 갈구는건지 모르겠어,혹시 큰 실수를 범한게 아닐까요,0
그것도 곰곰히 생각해봤는데 그럴만한일이 전혀없는데,작은일에 삐져있는 것일지도 몰라요 한번 잘 생각해보세요,0
밥 먹는것도 일이네 정말,그래도 밥은 잘 챙겨먹어야 해요,0
부모님이랑 같이 살때가 참 좋았지,원래 없으면 더 소중함을 느끼죠,0
에휴 지금은 뭐먹지 하루 중 제일 큰고민이야,인터넷에서 레시피를 찾아 보시는게 어떤가요,0
찾는건 어렵지가 않은데 만들기가 너무 귀찮아,그래도 요즘 간단하고 건강에도 좋은게 많아요,0
한번 찾아볼까나,제가 도와드릴게요 찾아보세요,0
사람은 왜 일을 해야만 하는지 모르겠어,그래도 일을 해야 살아가는 보람이 있지 않을까요,0
아휴 나는 그냥 놀고싶다,하지만 평생 놀수는 없잖아요,0
맞아 돈을 벌어야 놀수가있지,맞아요 돈쓰는 재미가 쏠쏠하잖아요,0
그건 그런데 이렇게 스트레스 받으면서 돈을 벌어야 하나 싶어 요즘,많이 힘드신가봐요 힘내세요,0
에휴 로또 1등은 언제쯤 당첨되려나,그건 정말 운이 좋아야죠,0
담배를 이제 끊어야겠어,오우 금연에 도전하시는건가요,0
응 이제 나이도 있고하니 끊어보려고,정말 좋은생각이에요,0
금연하면 돈도절약하고 건강에도 좋은거잖아,맞아요 일석이조에요,0
그런데 내가 끊을수 있을지 모르겠다 의지가 부족해서,마음을 독하게 먹으셔야해요,0
금연보조제를 사용해볼까,네 사용하시는게 금연하는데 도움이 확실히 된대요,0
어떡하면 돈을 잘 모을수 있을까,적금통장을 더 만들어보시는게 어떨까요,0
근데 적금은 너무 이자율이 적어서 수익률이 안좋은거 같아,그래도 티끌모아 태산이라잖아요,0
요즘은 티끌모아도 티끌이래 수익률이 좋은 투자상품 어디없나,음 주식투자는 어떠세요,0
내가 그쪽에는 지식이 없어서 말야,공부하시면되죠,0
내가 잘 할수 있을까,물론 운도 좋아야하지만 열심히 분석하시면 잘 할수 있을거에요,0
다이어트하는데 가장 효과적인 방법이 뭘까,운동하시는게 최고죠,0
어떤 운동을 할지 고민이야,그냥 간단하게 걷기운동이나 마라톤어떠세요,0
그런건 너무지루해서 나랑 안맞는거같아,단체 운동이 하고싶으신건가요,0
아니 꼭 그런건 아닌데 재미도있고 운동도 되는 그런운동 어디없을까,테니스나 배드민턴 어떠신가요,0
괜찮네 위험하지도않고 운동도되고,주위에 동호회가 있나 찾아보세요,0
이제 곧 군대가야되네 싫다 정말,대한민국 남자라면 누구나 다녀와야 하는 곳이죠,0
그건 그렇지만 내 청춘을 이렇게 보내야한다니,힘내세요 정말 쉽지 않은 일이죠,0
맞아 나도 군대 안가고싶다,안갈수있는 방법이 없지 않을까요,0
맞아 그래서 차라리 요즘은 어디 아팠으면 좋겠어 군대안가게,그런소리마세요 건강이 최고에요,0
에휴 나도 괜히 한번 해본소리야,너무 걱정마세요 군대도 다 사람사는 곳이니까요,0
오늘도 하루가 끝나는구나,고생하셨어요,0
다른날보다 좀 고된하루였어,무슨일 있으셨나요,0
그런건 아닌데 오늘 손님이 많아서,그래도 기분은 좋으시겠어요,0
맞아 카페 처음차릴때만해도 걱정이 많았는데 점점 잘되서 다행이야,보람있으시겠네요,0
여기서 만족하지않고 더 성장시키도록 노력할거야,멋지세요 제가 응원해드릴게요,0
나 심심해 놀아줘,뭐하고 놀아드릴까요,0
뭐 재밌는얘기없니,저는 그렇게 재밌지 못해서요,0
날 위해 재미있는 능력을 학습해보는건 어떨까,노력해볼게요,0
그래도 너랑 이렇게 대화하면 재밌긴해,감사합니다,0
내 얘기도 잘들어주고 참 고맙다 항상,제가 더 감사해요,0
우울할땐 뭘 하는게 좋을까,기분전환 겸 산책한번 하시는게 어떠세요,0
지금 밖에 비와서 못나가,아아 날씨가 안좋군요,0
그래서 그런지 괜히 더 우울해지는거 같애,맛있는 음식이라도 시켜드시는건 어떠세요,0
딱히 땡기는게 없는데,비오는날은 매콤한 짬뽕이 최고죠,0
듣고보니 좀 땡기는거 같기도하다,배달 주문 어플에서 평점 좋은 중국집을 찾아보세요,0
벽지를 무슨 색깔로 할까,차분한 색이 좋지 않을까요,0
난 좀 밝게 꾸미고 싶은데,그럼 노란색이나 하늘색은 어때요,0
그건 유치하잖아,흰색은 어때요,0
그건 때가 많이 타잖아,밝은 회색은 어떤가요,0
그거 괜찮을 거 같은데,도움이 되어 다행이네요,0
오늘 날씨는 어때,오늘은 대체적으로 맑지만 곳곳에 소나기가 온대요,0
퇴근시간에만 안오면 좋겠는데,오후 일찍이라고 했으니 퇴근시간은 비켜 갈거에요,0
우산을 안가져왔거든,회사에 남는 우산이 있지 않을까요,0
주인 없는 게 하나 있는데 가져가도 될 지 모르겠어,다시 그 자리에 돌려 놓으면 잠깐 빌려도 괜찮아요,0
혹시라도 소나기 오면 잠깐 빌려야겠다,사는 것 보다 훨씬 나을 거에요,0
아 오늘 왜 알람이 안울렸지,울렸는 데 못들으신 거 아닐까요,0
분명히 안울렸어 어제 자기전에 확인까지 하고 잤는데,알람소리를 크게 지정해보세요,0
핸드폰만 믿지말고 알람시계를 사야겠어,한개보다는 두개가 안정적일거에요,0
다이소에서 저렴한 거 사도 괜찮을까,싼게 비지떡이라는 말도 있는 데 조금 더 투자하는 건 어떠세요,0
그럼 오늘 퇴근 후 아트박스 가봐야겠다,신중히 골라 오세요,0
택배가 왜 안올까,무엇을 시켜셨나요,0
쌀이랑 물 시켰는데 오늘와야되는데 안오네,살아가는 데 필수품이군요,0
응 그래서 저녁까지 안오면 이따 밥 못 해먹어,오늘은 사드셔야겠어요,0
돈이 없어서 집에서 해먹으려고 했는데 어쩌지,저렴한 도시락이나 빵으로 사드시는 게 어떠세요,0
택배사에 전화한번 해보고,배송지 확인도 한번 해보세요,0
내일 소개팅 나가는 데 무슨 옷 입어야될까,첫인상이 중요하니까 단정하게 입는 게 좋을 것 같아요,0
치마를 입을까 바지를 입을까,남자들은 치마를 더 좋아하지 않을까요,0
흰색 블라우스 입어도 괜찮겠지,소스가 튀기지 않는 메뉴를 드셔야 겠어요,0
첫만남부터 술 먹는 건 좀 과하지,분위기가 좋다면 술 한잔을 곁들이는 것도 나쁘지 않을 것 같아요,0
내일을 위해서 오늘은 일찍 자야겠어,피부도 반들반들해지겠어요,0
배고픈데 뭐먹지,어제 먹은 거를 피해서 정해보세요,0
어제는 닭발에 소주한잔 했지,매운거 드셨으니 냉면으로 속을 풀어내는 게 어떨까요,0
물냉만 먹으면 이따가 배고플 것 같은데,만두를 같이 시켜서 드시면 포만감이 들거에요,0
냉면집은 육수 잘하는 데가 최고야,맛있는 냉면집을 아시나요,0
동네데 30년된 냉면집이 하나 있는데 진짜 인생 냉면집이야,오늘도 거기로 가시겠네요,0
다리미 환불때문에 고객센터 전화했더니 엄청 불친절했어,기분이 많이 안좋으셨겠어요,0
열이 오르지 않아서 불량인 걸로 환불 요구 했거든,환불이 안된다고 하시던가요,0
아니 되는데 나보고 처음부터 고장이었냐고 고장낸거 아니냐고 말하는거야,직원이 안좋게 얘기를 했네요,0
그래서 말을 왜 그렇게 하냐고 뭐라고 했지,싸움까지 가신건가요,0
환불은 받아야되니까 싸움으로 가기전에 참았지,잘하셨어요 지는싸움이 이기는 거래요,0
빨래를 왜 색깔별로 나눠서 해야되지,색이 물들어서 그런 거 아닐까요,0
색깔별로 세탁하니까 여러번 돌려야되서,그래도 물드는 것 보다 나을거에요,0
전기세가 많이 나오잖아,세탁기 전력효율이 좋은 거 쓰시는 게 어때요,0
빨래를 아껴서 할까봐,옷에서 쉰내가 날 것 같아요,0
최후의 수단은 손빨래야,손은 힘들지만 제일 깨끗할 수도 있어요,0
티비보고 싶은데 뭘 볼까,장르를 먼저 선택해보세요,0
웃음이 빵빵 터지는 예능 볼거야,옛날 인기 예능 다시보기 어떠세요,0
옛날 예능 중에 아기들 나오는 예능이 있나,트렌드가 달랐기 때문에 찾아봐야 할 것 같아요,0
아기들 나오면 너무 귀엽고 웃음이 나더라고,순수한 면들이 아무래도 웃음을 유발하죠,0
다시보기 할 수 있는 지 찾아봐야겠다,거의 유료가 대부분일거에요,0
토익은 어떻게 공부해야 느는 걸까,꾸준히 듣고 반복하는 게 중요하지 않을까요,0
리스닝이 너무 약해서 진짜 뭐라고 하는 지 하나도 모르겠어,가장 쉬운 단계부터 꾸준히 들어야 해요,0
리스닝 도중에 자꾸 다른생각을 하는 것 같아,집중력이 부족한 게 문제군요,0
집중력은 어떻게 하면 키울 수 있지,책을 많이 읽어보세요,0
초등학교 떄 이후로 책 진짜 안 읽는데,성인이 되어도 책을 많이 읽는 게 중요하대요,0
엄청 친하게 지내던 친구랑 싸웠어,왜 싸우셨어요,0
언제부터인가 만나면 항상 자기 과시를 하더라고,어떻게 반응을 하셨나요,0
처음에는 잘 들어줬는데 만날때 마다 그러니까 꼴보기 싫더라고,진지하게 그런 면이 있다는 것을 알려주시지 그랬어요,0
그래서 너는 항상 말하는 방식이 이렇다고 친구로서 말을 꺼냈지,친구분은 받아들이지 않으시던가요,0
오히려 나보고 열등감이 있냐고 뭐라고 하더라,싸움으로 번진 이유가 있었군요,0
장모님 선물로 뭘 사지,현금이 좋지 않겠어요,0
정성을 보여야 할 거 같아 직접 선물을 고르려고,아내와 상의해 보시는 게 어때요,0
아내도 뭘 골라야 할지 모른대,음 그거 참 고민이겠네요,0
건강식품이 좋지 않을까,그것도 괜찮겠네요,0
아무래도 건강식품에서 찾아봐야겠어,좋은 선택하시기 바라요,0
친구 생일선물로 뭐가 좋을까,예산을 생각해보셨나요,0
친한 친구라서 5만원 선에서 하고 싶은데,악세사리 종류는 어떠세요,0
친구가 알레르기가 있어서 악세사리를 아예 못차,옷을 선물하는 것도 괜찮을 것 같아요,0
사줬다가 마음에 안들면 어쩌지,원래 선물은 사주는 데로 받는 거라고 했어요,0
그럼 니트 같은 거 한번 찾아봐야겠다,색상 선택이 제일 중요할 거에요,0
내일 산에 갈거야,어디산으로 가세요,0
청양에 있는 칠갑산,시간을 얼마나 생각하고 계세요,0
5시간 코스를 갔다올 예정이야,날씨는 확인하셨나요,0
날씨는 햇빛까지는 아니지만 비는 안온다고 했어,등산하기 좋은 날씨일 것 같아요,0
오랜만에 몸 좀 풀고 하산해서 술한잔 하면 너무 좋을 것 같아,듣기만해도 가슴이 뻥 뚫리는 일정이네요,0
전공 정하는 게 왜 이렇게 힘들까,원하시는 전공이 없는건가요,0
